clean_review,verified_purchase_encoded,review_length_bin,sentiment
works much better old kindle fire,1,Short,1
second kindle fire th generation october release model original kindle firewe three wonderful years say prefer feel original seemed better quality case okay internal specs new model ton better love added camera features moves super fast apps games show perform excellently another perk actually comes wall charger originals hated excited awesome device,0,Long,1
love tablet pictures clear negative hadnt able download nook app,1,Short,1
love kindle fireawesomei enjoy reading hand free things,1,Short,1
fire hd third kindle however im sure ever purchase another one freezes time frequently turn next page book frustrated plus side picture quality nice wish worked nice kindles,1,Medium,0
brought son loves ot time,1,Short,1
got month old daughter know cant believe either loves easy use,1,Short,1
bought granddaughter loves prefect kid play games take friend photos look photos upload live lets us keep contact fun,1,Short,1
enjoy kindle fire line good bit primarily use device easy access amazon prime music also quick surfing web bit small movies passable clear screen,1,Medium,1
picture great love watch time warner cable tablet,1,Short,1
hello amazon wifi games problem w apt bldg,1,Short,1
previous fire much betterthis takes longer update etc,1,Short,0
tablet awesome use time fits right purse happy purchase,1,Short,1
love kindle hd kindle love also great products,1,Short,1
complaint tablets dont support google play store major deal children doesnt offer lot games able play old tablets purchased tablets gifts day return policy expired im stuck,1,Medium,0
fast little tablet nice display good sound holds decent charge,1,Short,1
awesome little gadget wished didnt many advertisements reminds app,1,Short,1
love great replacement kindle wkeyboard color great makes interesting,1,Short,1
transfer email addresses kindle know would purchased,1,Short,0
big improvement old tablet cost excellent display watch movies prime great quality buffering,1,Short,1
good buymy son loves,1,Short,1
great screen poor battery life,0,Short,0
love love love possibly say,1,Short,1
love fire hd,1,Short,1
battery hold charge long old one g holds amount movies thought storage otherwise love,1,Short,1
love hd lot fun put acquiring since loved kindle gotten sooner,1,Short,1
easy use everything looking small table,1,Short,1
love kindle fire,1,Short,1
lost track many kindles fires purchased gifts fan start bought prime day thinking would give one grands didnt already one birthday present everyone seemed already enough gadgets already thought sending back opened registered spent entire day playing officially mine birthday coming helps justify greediness doesnt special offers annoying interfere anything make fire less user friendly,1,Long,1
screen smaller thought measures however way amazon measures overall great product small,1,Short,1
vision hearing impaired artheritis carpal tunnel pain make item unsuitable senior citizens,1,Short,0
easy use,1,Short,1
im happy,1,Short,1
bought second one son,0,Short,1
like kindles many different things need tablet would recommend try kindle,1,Short,1
really love kindle easy use take pictures listen music watch movies surf web read books main reason bought,1,Short,1
love exactly everything wanted needed complaints even received order sunday,1,Short,1
great speed graphics,1,Short,1
dropping first one tile floor replaced white model couldnt without kindle fire hd resolution amazing functionality great,1,Short,1
bought birthday gift boyfriend really loves mainly uses browse web watch videos talk skype far seems work pretty great,0,Short,1
amazon fire store wont let install adblock fire tablet even though android os amazon tight leash apps install store come amazon bad enough google runs muck ive fix many family friends computers malware viruses ads realizing much crap gets installed without knowing whats appsads install like amazon tracking surfing google shoving ads ur face ur historysurfing ur going track spy better ask first pay amazon google making cash yalls surfing app use warned,1,Long,0
dont like ads seen product friend wish paid attention prime day since ordered smartphone product amazon app case reading reviews looking friends version concerns especially since competitor product used various versions since negative vibes started purchase experience debating cancelling order really wanted explore android platform device found purchases made ios apps transfer kindle need reinvest purchasing favorite games course never able get levels since many played years oh well,1,Long,0
love itlight weight excellent image quality fast bought read books find prefer ipad thingswho would thought,1,Short,1
love kindle fire,0,Short,1
mom loves mother use cant please please go back stone age haha seriously though simple use think cool might buy one eventually well built screens got great definition one note would pay full price personally id buy fire got sale though price,1,Medium,1
bought year old grandson reads plays games plus buy kindle books download,1,Short,1
great investment daughter loves,1,Short,1
bought prime day replace st generation fire hd works great except isnt micro hdmi port like old could watch tv hopefully charger port one holds reason replace old one charging jack doesnt work,0,Medium,1
kindle gift sister saw one thrilled wanted similar one extremely happy kindles us must device five kindles date avid reader recommend kindle paperwhite voyage personally like paperwhite paperwhite wonderful reading really comfortable eyes read hours dont need recharge quite often light carry everywhere put thousands ebooks fire hd one must really comfortable watch movies read play games simply surf net like take either kindles ever go travelling take,1,Long,1
one working great far appreciate amazon workers helpful courteous,1,Short,1
everything says,1,Short,1
returned within week,1,Short,0
functionally pretty useless really glitchy bookmarks dont work well reading wont save pdfs need read go least doesnt make easy worst part stupid fuing ads pop every time turn big waste money,1,Medium,0
much power small package,1,Short,1
received kindle gift wife tablet pretty cheap brand prone needing reset frequently really enjoy kindle fire really dont even miss larger size,1,Medium,1
love happy purchased,1,Short,1
unit died months would recommend,1,Short,0
pictures sound awesome internet fasti would recommend tablet,1,Short,1
pleased would recommend everyone,1,Short,1
second kindle love spoiled hd display,1,Short,1
happened thirty day trial purchase kindle got charged way cancel get refund,1,Short,0
really enjoyed fire hd easy use makes reading ebooks enjoyable,1,Short,1
awesome product great price,1,Short,1
kindle fire hd got one kid age far kids love set parent controls limit time able spend kindle got kid free time use far pleased ton kid friendly apps books videos got gb probably went gb year old likes add lot apps take lot memory good note though apps extremely easy remove device overall pleased device,0,Long,1
wowi really love thingsize perfect hours listening audio books iheartradio shopping surfing web,0,Short,1
kindle one originals opted upgrade fire hd really like speed clarity fire miss couple games used able play seem longer available give back uno,1,Medium,1
order want port kindles great kids adults children managed break several,0,Short,1
everything ipad would purposes cost rather disappointed wouldnt connect overseas pleased overall,1,Short,1
say early point far good future wait somebody chance play around unit offering review case days enough time offer true review come back appropriate burn time met weeks eyes,0,Medium,1
limited applications available battery life shorter basic kindle,1,Short,0
like much absolute thing different hd fire camera,0,Short,1
awful mine arrived friday sunday afternoon went use screen wouldnt change black followed reset instructions still black screen started chat amazon support kept asking account details etc would transfer someone else third transfer asked supervisor refused transferred three times got phone call told nothing could done hadnt already tried said return dont understand tied hour half knew returned nook years still works great got caught amazon prime day hype thought would try kindle fire morning back reading nook dont waste money take good look nook deciding kindle fire amazon big guess customer service gone,1,Long,0
kindle hd perfect use dont business special needs work use mainly entertainment area five stars book pardon pun,1,Short,1
great product bought one aunt one niece love though limited amazons store youre buying someone tech savvy might better android tablet removable memory thorough selection apps price ease use hands best,1,Medium,1
amazon allowed full access google play would give kindle fire five stars without hesitation many apps amazon doesnt offer youtube google drive google maps chrome etc long time android phone user find frustrating able fully integrate fire phone pc sure apps side loaded shouldnt except google play issue ive well pleased product ebook reading watching netflix checking social media basic browsing worked flawlessly,0,Long,1
extremly inefficient extremly hard use keyboard interphase devices limited stick books stop advertising crap dont want bought continuos barage af advertisments,1,Medium,0
nothing much add works right typing keyboard buttons moved little frustrating outer buttons jacks moved typical smartphone layout frustration one charging jack main concern build quality feels cheap fact thats thicker tells theyve reduced cost building slightly bigger units say thicker without actually measuring itits much thicker tell right away upside got lightning deal prime day half priceso cant complain love kindlesdont get wrongi gut feeling quality latest model,0,Long,1
like alot first tablet far good like accidentally drop wont shatter glass great clumsy people like like size,1,Short,1
tablet purchased primarily reading ebooks excellent printing format particularly readers impaired vision everything else plus,1,Short,1
waist money crap,0,Short,0
day delivered continuously locked tapping apps contacted amazon needed two updates manufactured purchased received still occasionally freezes tax live first headache amason purchase trust amazon give time evaluate performance,1,Medium,0
wife loves exception battery life,1,Short,1
got gb mistake waste money total less gbs store anything way expand get benefit hd feature want download hd show mins tv show aka hr commercials mb got great price arrived quickly realized would need space amazon said send back refund buy one space nonsale price wanted exchange pay diff oh well live learn,1,Long,0
old kindle bit dust new one even better,1,Short,1
easy negoiate kindle fire like cameras,1,Short,1
coming nexus replaced due age tablets many features terribly frustrating aside special offers functionality features basic cant change much anything basics well doesnt run android like android devices beyond amazon tried make things missed mark also use almost half total gigs model even gets youthats far much sometimes feel like im renting tablet amazon unless another good price tablets future got mine prime day wouldnt buy another,0,Long,0
battery doesnt last long previous kindle,1,Short,1
simply amazing nearly interneting wonderful device,1,Short,1
dont usually product reviews please purchase wanting tablet amazon birthday deals came long fully considering getting ipad fire hd done research weighed options found distinct differences two tablets wanting makeup artist professional dancer travel lot ny nj wanted tablet mainly entertainment purposes able get fire hd amazon deal going day complaints far thing cannot sync itunes im ok since amazon prime many years allowing access videos movie considering tablet get totally worth every penny,1,Long,1
got year old reward finally potty trained cant put picky games apps allowed play controls make easy manage super easy use able navigate bad thing say,1,Medium,1
spent time charging using dead every time picked absolutely junk wonder amazon big sale unload biggest disappointment electronic device lifetime loved cheap old kindle lasted days single charge like read unfortunately gave away plan purchase anymore amazon tablets ever,0,Medium,0
expectations high isnt anything kindle book reader bunch ads screen making useful surfing web checking email smart phone screen small software menus use much real estate slow email web browsing performance still good reading books thats ill use wont try push farther wont go even big push headed back ipad world,1,Long,0
thought going able download movies watch trips attempts unsuccessful different older kindle,1,Short,0
gave gift,1,Short,1
still learning use far really love,1,Short,1
love every kindle purchased thank,0,Short,1
love reading kindle fire,1,Short,1
v happy fire hd however case hoped dislike color place hand hold computer,1,Short,1
major improvement origin kindle bought years ago real feature bought fire hd music capability didnt expect long batter life must time better original kindle however im still using original kindle daily mostly games,1,Medium,1
love new fire great customer service,1,Short,1
seems bit laggy got sale prime daygot really amazing would give stars preloaded suggestions right app carousel cant taken offi able change option nd gen kindle fire kindle fire luck getting rid annoying suggestions one thats probably special features honestly worth buying paid neutab year old bottom line tablets spending extra get something blows water makes happy,0,Long,1
rd kindle hasnt disappointed yet broke screen first one got melted freezepop spilled nd one overall love absolutely reason give stars instead able expand memory entail spending another space sayin,1,Medium,1
wonderful especially need b around house im using right,1,Short,1
nd fire unit far suck first os failed amazon doesnot way simply reload os kidding nd fire unit became suspicious said battery charged wouldnt take charge sometimes worked plugged always want money back cost movies purchased contact bezos directly,0,Medium,0
size handy easily readable easier change lighting options nd generation model happy power button charger input last version find go area several times get right could see future problem charger wanting grab told would freeze less previous version never old freeze first months owned frozen times first month impressed better graphics noticeable looking pictures still would recommend brand cover buy model amazon,1,Long,1
excellent although smaller expected,1,Short,1
love faster last one,1,Short,1
better paperwhite without confusing full tablet,1,Short,1
worst tablet history tablets app selection horrible school text books available glitchs constantly operating system constantly crashes many times reset multiple times read single chapter book,1,Medium,0
gift husband loves,1,Short,1
kindle awesome dont quite know waited long purchase one im glad,1,Short,1
bought two months ago kept experiencing intermittent problems powering come disappointed purchased kindles purchase certainly recommend anyone,1,Short,0
lots books computer unable connect kindle computer computers dont recognize rhey recognize load books photos anything else delete old books downloaded amazon,1,Medium,0
love great photo capability,1,Short,1
much better last model onoff button top kindle previous kindle onoff button back side physical handicap much use hands everyday tasks mouth mouthstick one better feature camera lens sides kindle take pictures,0,Medium,1
love fire hd previously owned kndle fire three years could longer charge device decided upgrade significant difference speed highly recommend,1,Short,1
omg love one older version faster lighter many features,1,Short,1
like much really nice tablet three kindle ebooks starting originalso wanted try fire price great pretty much everything would wantfacebook email takes great photos easy post fb etclots games books read much morei gave three stars ipad could get five stars,0,Medium,1
price ok apps limitations ads never allow better ok,0,Short,0
everything suppose bit rd kindle nd generation much better placement onoffvolume buttons ok,1,Short,1
excellent qualitythe screen absolutely clean greatvalueit took figure though,1,Short,1
awesome deviceeasy navigatereceived gift love,1,Short,1
wife hates electronic stuff bought mothers day using every day loving,1,Short,1
like really well far things could improved theres microphone dont let us speak enter text havent able find app far would add ability keyboard unlike firstgen kindle fire use period button periods switch number function find commas etc used hold period button slide comma etc also believe old kindle reverted back letters number screen entered space push button go back gets old also firstgen kindle fire nice grippy back could hold without cover one slippery rubbery finish thats step backward,1,Long,1
user friendly carousel jumbled mess recently opened apps main interface fire extremely frustrating navigate quick start guide worthless lot annoying facets device cant figure unless click everything matter amazon suggests buy something prime giant propaganda machine cant tablet minutes without suggested possible purchases could make somehow relate im frustrating,0,Medium,0
good tablet,1,Short,1
fire hd greathandy sizeeasy use camera good sending pics family friends ease,1,Short,1
dont know didnt get one sooner enjoying aspects fire hd,1,Short,1
use hd fire work personal tasks easy use plenty functionality really like,1,Short,1
great picture quality love unlimited books children amazon prime need say,1,Short,1
surprises second fire get one wife age maybe could used bigger screen little unit outstanding couldnt happier,1,Short,1
purchased years old downloaded books games loves,1,Short,1
like fine need discover way operate training teaching materials review help get use enjoy pad,1,Short,1
exceeded expectations far,1,Short,1
better expected thought going reader books expect skype email,1,Short,1
every thing perfect setting easy accessing web movies breeze love apps found favorite game love kindle fire hd thanks amazon michael e brown,1,Medium,1
love new kindle,1,Short,1
buy device advertised durable however year old dropped waist feet ground screen scattered actually purchased devices interestingly enough year olds device also shattered contacted amazon discuss replacing repairing device told amazon repair center recommended buy another device supervisor explained watch commercial closely device gets redirected windshield car unbelievable werent even willing give us discount new device disappointing,1,Long,0
gadget fantastic complaint find difficult move footnotes endnotes finally cured procuring stylus complaints whatsoever,1,Short,1
enough memory download one book time games downloaded reading book,1,Short,0
loved first kindle even better first one,1,Short,1
bought wife loves third kindle nd kindle fire one still works great st generation doesnt camera blue tooth,1,Short,1
im extremely unhappy lost original gen kindle fire bought one less month stopped turning thought run batteries plugged charge wouldnt take charge figured would report replacement customer service days later suddenly turns use week wont take charge even though charge wont turn really want like thing im going cut losses go nexus,1,Long,0
nice take time get use,1,Short,1
since last kindle years old decided replace new one happy old one like new one newer features use kindle everything instead computer,1,Medium,1
everything great offon switch stiff battery life near spec time stated,0,Short,1
inconsistent responsiveness kindles always responded quickly often times power back seems get stuck even bringing book already frustrating,1,Short,0
im sure nice tablet slow electronic devices im sure everything works,1,Short,0
got daughters birthday loves,1,Short,1
far im living,0,Short,1
excellent enjoy alot,1,Short,0
fire hd exactly need enjoy bought second one however arrived couldnt make work hour half amazon customer service rep mark found fire didnt latest updates required downloading frustrating time consuming process would think amazon would make sure brand new product selling date way consumer know couldnt get online even register new purchase bad form amazon good form hiring mark gem,1,Long,1
must confess sufficient time appreciate product words read information provided operate hd lot information absorb short amount time thus far however pleased ive able intuitively wish like lot new products provided quick introduction list,1,Medium,1
wouldve given stars attempting unlock devicei realized lock screen ad cant remove ad without price amazon mentioned exactly meant whole includes offers thingi probably wouldve rethought purchasing wonder like ish overall fast clear works great downside lock screen ads,0,Medium,1
glad drove kindle fire really see improvement new hd thanks,1,Short,1
love kindle fire already nook kindle lighter color definition much better nook,1,Short,1
love fire believe initial tutorial guide learning curve bright works fast love extra benefits reader tablet took trial error figure dictionary feature awesome press finger word dont know presto definitions appeargenius would definitely recommend amazon includes month free amazon primestill dont know activate info provided,1,Medium,1
amazing device three stars instead five turn fire hd special offers automatically delivered device want turn prepared pay us apparent privilege amazon claiming advertising subsidizes cost device fact presented purchasing option missed first time find bit nickelanddiming note updated review softening ad criticism changed stars,0,Medium,1
planning vaction hope come handy,1,Short,1
kid still love,1,Short,1
great little gadget wife looking,0,Short,1
since purchasing kindle fire hd used ways originally planned takes quality pictures easy post social media kindle also done thing videos also use ereader quite regularly tablets one far user friendly,1,Medium,1
second kindle fire upgrade first generation dont think battery charges quickly stays charged long pleased,1,Short,1
years using one speaker longer works screen stays black sound playing seem think charged problem happy wont buy another one,0,Short,0
love feature allows set different profiles adults children amazon freetime excellent way monitor childrens content screen time protect internet,1,Short,1
love kindle fire easy use great way tech inclined ready go right box,0,Short,1
simply love kindle use daily fire inch second gen terrific old kindle know im talking thing camera prime day extra early get new one basically high def front rear camera absolutely best deal tablet easytouse tons cloud disposal amazon got figured excellent product service,0,Medium,1
love fire kindle,1,Short,1
mom loves new tablet bad dollars,0,Short,1
works wonderful fifth one one broken number doa paid poor quality humble opinion,0,Short,0
fire hd ordered fathers day present would start take charge sent back amazon fire hd sent came magenta although works okay color totally unacceptable even since advised amazon customer service color available magenta patiently waiting fire hd black shipped,1,Medium,0
happy took awhile get use commercials easy buy browse,1,Short,1
say like reading better ipad negative doesnt interactive books,0,Short,1
got lending library upon receipt discovered lending library limited one book per month would nice know prior purchase finding information lending library easy next dislike thing full ads pay remove ads hogwash theres way quickly close app one must go settings applications section application setting clear cache way clear cache apps thats want heats fast loses charge fast camera quality grainy fogged cannot customize wallpaper theres really anything like item,0,Long,0
never tablet really easy use hardly ever use laptop,1,Short,1
four times tried get one wed offer thing dont think,0,Short,0
kindle great purchase perfect reading browsing games even great bedtime prime video viewing fits perfectly one hand light screen clear easy view light happy purchase,0,Medium,1
excited finally buy kindle deal offered th anniversary good pass gigs sold settled gig downloaded one movie watch upcoming trip since would flying immediately saw message saying storage low like megabytes left one movie took gigs assume rest taken operating systems purchased movie vs renting erase movie plan ever use tablet im actually thinking sending kindle back,0,Long,0
fast enough clear picture land screen fits nicely hand like soon find,1,Short,1
problems taking back checked,1,Short,0
everything expected,1,Short,1
hope learn really enjoyed far,1,Short,1
able get app thought could get,1,Short,1
well didnt enough gb,1,Short,1
getting th one months freezes constantly first worked ok months froze replacements froze box every tablet better,0,Short,0
mine defective,1,Short,0
second unit purchased replacing kindle failed said previous kindle failed due heavy use treatment year old used lot failure due quality issues please think reliability problems kindle first kindle lasted years unit upgraded memory far daughter happy new version uses everything reading web activity tube skyping friends versatile safe purchase get great value,1,Long,1
really enjoyed kindle next best thing iphone without steep price use imagined regret didnt purchase sooner,1,Short,1
received couple days ago display ok works well seems taking forever charge battery normal annoyed ads come thing turned search found remove pay something shouldnt deal ads guess amazon gets extra money,0,Medium,0
im totally satisfied product amazon never let,1,Short,1
love new kindle rd one gave older one kid play games,1,Short,1
got kindle hd days ago love paper white nook tablet thus probably favorite far connects goodreads fb easily listen amazon music read perfect tablet reading beautiful screen,0,Medium,1
love wish could get google play store great picture sounds better wifes paid air,0,Short,1
good tablet price freezing first time used wait see works period time,1,Short,0
seemed complicated yr old grandson gave mother likes got boy cubby loves,1,Short,1
instructions still trouble getting around programs many questions cant find answers,1,Short,1
love fire second one prefer tablets,1,Short,1
cant watch youtube video hd cmon dont know feud google something official youtube app,1,Short,0
bought book downloaded doesnt work cant figure use sun find product user friendly,1,Short,0
great picture apps get nice limited able playget apps android frustrating like kids tablets doesnt always respond well would suggest buying tablet isnt restricted google play missing way much,1,Medium,0
got present took advantage christmas july already kindle love mine sure recipient kindle going love well makes nice one cameras many cool things came cant wait give,0,Medium,1
maybe havent learned ins outs yet old kindle appears responsive sophisticated,1,Short,0
birthday present wife hero another day maybe two,1,Short,1
never pay amazon gift wrap package worst wrapping job ever seen literally paper ripped looked like someone already started open,0,Short,0
love kindle fire best part set year old son profile month gets unlimited apps shows books age,1,Short,1
ordered wifes birthday replace ageing hp touchpad moment opened shes thrilled loves look feel light weight especially touchpad size shes using regularly since got tried everything kindle app pandora even commented much faster silk browser chrome touchpad setup impossibly easy turned already configured amazon account books ready go couldnt pleased means im pretty happy,0,Long,1
bought husband loves,1,Short,1
great deal amazon prime day,0,Short,1
would love tell newest kindle like cant hook support group speaks fast asian accent didnt understand saying frustrated obviously record two college degrees stupidly problem audrey mochel,1,Medium,0
bought little brother works great theres always accidents occasionally drops theres visible scratches,1,Short,1
time learn fully use device seem able sign even turn button evidently keeps running next day charge reads battery left similar reading hope reading manual learn operate better also download games two granddaughters play,1,Medium,0
second kindle fire love kindle reader gave husband great travels work,1,Short,1
th kindle ive purchased may last one specific problem appears fix signing third party internet service type service used hotels restaurants hospital waiting rooms example cannot get wifi connection site needs acceptance terms signin sits lala land hotel stay regularly call internet help desk get logged adding mac address manually timeconsuming process annoying told regular problem newer kindle fires previous kindle fire problem fire hd ive talked tech support suggestion try restoring factory reinstalling stuff anyone say royal pain calling get one places wifi wont work problem cant fixed highly unlikely buy another kindle,1,Long,0
impressed battery drain cameras seems smooth guess root change ui got deal prime day otherwise would return,0,Short,0
purchased daughter loves says better kindle fire hd ideashe wont let see long enough check lol,1,Short,1
got great deal prime day weve looking tablet fire hd great nice size great little things looking hooray,0,Short,1
love new fire third kindle husband took second one love read use daily also discovered anything computer love able sit comfy chair thing would highly recommend anyone graphics great user friendly,1,Medium,1
okay tablet far reading goes want play games anything else gets bit warm use dont mind main reason got dont read phone longer want play facebook games game need go another tablet also problem tablet locking reboot think end buying different tablet replacing another brand even price wasnt worth paid often shut,0,Long,0
ordered green received white fix,0,Short,0
one best purchases ever made daughter years old perfect however perfect adults well perfect size also perfect price less easy use provides hours fun many low cost free apps definitely dont regret purchase,1,Medium,1
little tougher review since higher priced tablet really giving things first appreciate start screen ad amazon coins paid lot money ad free tablet still annoying hoping find way get thing little confusing find things need suppose get better time maybe review go eventually one negative wont let access prime music says need renew prime membership prime membership expire december good picture quality really good easy access kindle books main reason bought lot apps games like tablet layout big easy see little bad eyesight good try come back update review time see like,0,Long,1
like plan use video stuff,1,Short,1
love super handy fast small enough take got gift fathers day thanks dear,1,Short,1
include written guide get wi fi use things,1,Short,0
cant see much difference one old one button one horrible may well totally recessed one get coin turn one old one mere touch slide side worth money wore old one reason bought new one totally disappointed,1,Medium,0
works great wish could use chromecast could see tv shows tv via fire,1,Short,1
im still adjusting like real well thank,0,Short,1
purchased fire hd upgrade kindle fire wanted camera features older kindle doesnt pleased quality photos ease posting photos facebook account want able use travel keep touch back home sharing photos set skype fire hd used daughter problems think skype issue clarity videos watched fantastic size screen great viewing disappointment battery fully charged offers lot less time recharging older kindle reason keeping old kindle reading kindle books games,0,Long,1
love tablet easy use set still figuring love thanks,1,Short,1
purchased mothershe loves,1,Short,1
need device needed daily certainly app differences much easier hold,1,Short,1
great price get main problems found glare screen light shines well kindle lags typing,1,Short,0
brought prime day fantastic deal gave gift receiver loves might order one already kindles loved size graphics,0,Short,1
really love fire hd,0,Short,1
love perfect size find apps need much faster tablet even faster computer downloads great price,1,Short,1
fire hd perfect ability understand master new technology fire thing senior citizen tackle unit two weeks learn something new every day run snag ask google help ive gotten help every time needed solve problembut pissed bought unit july sale could saved sixty dollars,1,Medium,1
really like fire hd mild dissatisfaction battery im constantly charging,1,Short,1
put going book one takes care need read capabilities use intuitive design easy reading light thanks,1,Short,1
disappointed product want turn push power button try swipe screen tap respond unless times would recommend kindle anyone total waste money,0,Medium,0
simply idea kindle us good bought cable connect could transfer pics songs took mins get pics transfered less gb storange used apps pics music gb kindle thst get nothing hooked bluetooth speakers tells gb storage left thst factory reset thing times want headache cannot recommend bought one gift supposidly brand new first turned wrong name top left screen email address gift kindle well mine got mine month later ordered black us personal info begin feeling good amazon security point maybe come pre loaded esp cliff ridley,1,Long,0
good product easy use setup,1,Short,1
dislikes minimal fact cant personalize background kinda meh feel like takes away cant personalize also fan instagram app like going buy original nexus unfortunately google doesnt make anymore nexus tablet wonderful camera easy way go apps things could fix camera could bit better kindle fire needs able personalized like personal wallpapers definitely get instagram app everyone wants use brand app none friends also vine instagram say overall itll,1,Long,0
connected yesterday still hoping books kindle also videos already paid roku asking pay needs fixed,1,Short,1
trying work fire hd several hours keep getting message connected internet look connections clearly shows connected home wifi installed two updates right box purchased mirroring option follow directions seems fire hd support display mirroring tried different applications say disappointed tried set profiles kids could never get work gave multiple attempts hate ads every time turn restart several times get work also problems pages hanging would wait wait something load nothing would happen frustrated sending back day received,0,Long,0
good buy granddaughter loves,1,Short,1
grabbed prime day cant much better price wise good tablet quick prime shipping great price quality product make purchase five star pick,0,Medium,1
starting inch tablet features faster processor better graphics performance predecessor ships amazons latest androidbased sangria operating system new os better battery saving functions allows individual profiles great sharing amongst families permits content sharing different fire devices though feature yet roll also comes cheaper inch model smaller hands tighter wallets pricing availability europe australia yet announced us price works au,0,Long,0
much write love st generation kindle gave daughter needed upgrade new one doesnt disappoint ton storage space apps user friendly great camera opinion best tablet book lovers social media addicts disappointed kindle,1,Medium,1
st tablet love many features discover new things everyday,0,Short,1
amazing meets needs lightweight great sound easy handle great buy,1,Short,1
love size clarity screen function well things needs connected network connected wifi strong connection different apps time network error extremely frustrating trying watch movie ive actually given trying watch movie,1,Medium,0
gift recipient loves using every day,1,Short,1
th kindle hope ones charging port holds,1,Short,1
like read kindle need user friendlycame well packaged build quality great see lasting years thanks great product,0,Short,1
great device took understand nuances streaming downloading definitely stream lowest hd quality arent home mb enough plan stream good bit time traveling would much better,1,Medium,1
first kindle im thrilled,1,Short,1
love great deal price comfortable reading convenient extras included,1,Short,1
nt expected,1,Short,0
good previous kindle doesnt hold many downloads previous memory gb keeps freezing closes pages start reading sending back main menu seriously thinking returning,1,Medium,0
gift granddaughter loved,1,Short,1
got fire today fine missing power adapter im going contact amazon today see send one otherwise return cant chargeuse,0,Short,0
arrived right time dont already kindle fire good luck customer service indian call service could answer easy question clear reading script could answer question refused transfer another tech person basically figure tech support,0,Medium,0
love get case,1,Short,1
easy set get apps wanted,1,Short,1
purchased received today thought would able use bluetooth headphones nope kind bummed otherwise far good,1,Short,1
love hd glad finally decided order hd use every day nice able watch shows get latest roku amazon etc great buy,1,Medium,1
bought kids ages love picture great good sound use anywhere wifi im overall pleased purchase got sale would definitely buy another one regular price,1,Medium,1
purchased case new kindle fire case good quality leather kindle fits perfectly would recommend product,1,Short,1
pretty good wasnt amazon prime think might used another one need pleased price would recommend anyone meets basic wants needs,1,Short,1
perfect size travel love download prime movies tv shows tablet viewing wifi present,1,Short,1
kindle nice ordered sons bday used exactly weeks shut wouldnt turn back called customer service department happy replace refurbished one paid basically used kindle didnt option replacing new one since practically new backorder,1,Medium,0
works great needs expensive getting daughters one,1,Short,1
amazing tablet lots powerful features new fire os great overall improvement terms performance user interface still beta phase looks feels promising cant wait official release would recommend product anyone looking budget tablet lots features also love amazon ecosystem app store getting better minute,1,Medium,1
son loves,1,Short,1
upgraded earlier model love one lighter also like apps use regularly available work well always loved library device cloud options still wonderful downside hardshell slicker earlier model makes harder prop reading overall wonderful product,1,Medium,1
dont know working right doesnt work near well last kindle fire seems like turn lot get work right hope newness changes loved last kindle fire reason got new one son damaged charging port going cost almost much fix buy new one kind wishing gotten old one fixed,1,Medium,0
rd kindle onethen daughter kept borrowing gave mine bought new one husband kept borrowing bought one love love,1,Short,1
love new kindle fire hd perfect delivery quick recharge great screen,1,Short,1
perfect size great main purpose reading surely cant handle slow apps games facebook etc,0,Short,0
love kindle negative thing would concerned charging difficult plug charger device pull went old kindle kindle still works cant charge charging socket loose plug connect imean concerned happen new device,1,Medium,1
defective product even want pay return label fee,1,Short,0
kids like bought one link amazon account get link kindle phone get emails downloading one,1,Short,0
love tablet anything watch movies read audiobooks play games much kindle book reader well recommend tablet anyone wants great experience tablet tablet perfect size take anytime anywhere,1,Medium,1
pleased kindle fire,1,Short,1
love kindle hd fire readingits amazing primary purpose upgraded hd fire lots kool little apps features music aspectdoes appeal requires purchase amazon prime member wanted able transfer music itunes device however find easy overall satisfied,1,Medium,1
thing excellent buy performs well size want small tablet read play games occasionally surf net thing steal price,1,Short,1
daughter six months takes good care bought nice case froze non stop sometimes takes hours play sometimes turn let turn start,1,Medium,0
second kindle much better first generation memory faster speed better display sound definitely lot bang buck,1,Short,1
exactly described love kids mode ability apps like smart phone book quietly read would purchase,1,Short,1
love first happy upgrading glad,1,Short,1
cant believe kindle locks screen automatically comes ads disgusted amazon right pay extra remove ads disgusted would give stars otherwise bought original fire got one sister love mine much disappointed,0,Medium,0
bought thanks amazons prime day tax bought wanted comparing kindle reading comfort fire hd didnt function actual book paper color background actually like tablets smaller market amazon apps comparing major competitor gb really enough,0,Medium,1
sound quality great,1,Short,1
met expectations,1,Short,1
unhappy amazon today apparently many others advertise promotion dont allow people buy product scam prime member years feel like amazon doesnt value business worse knowingly treats like know,0,Medium,0
bought cheap android tablets past sluggish fire runs real nice fast well worth bang buck,1,Short,1
fire hd hd display wifi gb purchased great rd kindle thoroughly enjoying appreciate quality work amazon,1,Short,1
great device though feeling bit whelmed regarding using getting bombarded regarding offers im also bit worried surprise charges popping im sure ill comfortable awhile need little time,1,Medium,1
kindle readers fire fabulous idea,1,Short,1
tried buy one mb prime day multiple waitlists like many others never opportunity purchase fire hd hope last prime day huge bust,0,Medium,1
happy fire,1,Short,1
good product pay get rid advertisements thing shameful really amazon get times,1,Short,1
love little tablet include special offers bought closeout staples thats probably,1,Short,1
like much previous fire hd user friendlyalso battery last long like fact camera,1,Short,0
like size convenience traveling right size read books play games would recommend others,1,Short,1
got wife third kindle new design much sharper earlier models recommend model,0,Short,1
met expectations daughter enjoying,1,Short,1
